"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Var20","Target"
"1857","C2",86,408,"574d95d9355e39edc60cfb3083fb46d0","no","no",0,171.8,106,29.21,301.7,44,25.64,NA,108,6.27,9.7,5,2.62,1,"False."
"1858","N6",107,415,"dcf3acf993a4a8c9e247bf2b1b3d0b36","no","no",0,222.3,101,37.79,286,111,NA,249.4,117,11.22,12.1,4,3.27,1,"True."
"1859","D2",133,510,"6464f181200842f7edb49a31f3d0202e","no","no",0,245.8,NA,41.79,264.7,90,NA,111.7,103,5.03,11.2,7,3.02,0,"False."
"1860","I3",116,510,"6993309e949cb4f2f91e8a2152725150","no","no",0,164.6,NA,27.98,270.6,NA,23,230.4,109,10.37,8,3,2.16,0,NA
"1861","W1",63,408,"1372bd6042c45c47b1c799cd1a48e185","no","no",0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,"False."
"1862","M1",119,408,"2bfe88eecf15b7bd37c1a9190908a05d","yes","yes",16,147.2,103,25.02,160.1,96,13.61,NA,120,8.28,7.7,2,2.08,0,"True."
"1863","O1",133,408,"054efdcbdf6c3d0c621a2be8a6a9d501","yes","no",0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,"True."
"1864","T1",94,408,"1e741930b0af310d91817574bacc0150","yes","no",0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,"False."
"1865",NA,69,510,"33045d44380167cbe84329ff196da94d","no","no",0,195.1,91,33.17,261.5,57,22.23,NA,90,9.17,11.4,5,3.08,NA,"False."
"1866","M4",146,408,"655218043b84d972504b2c8f3faee6f3","no","no",0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,"True."
"1867","T2",NA,510,"bd361ab82b94cf01f17ebdba15fd9a92","no","no",0,81.9,NA,13.92,253.8,NA,21.57,213.1,125,9.59,8.9,1,2.4,2,"True."
"1868","N4",142,408,"c596ccd19cc30d1a19293e1b5b40f980","yes","yes",25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,NA
"1869","M2",123,408,"1833e4f5a70df91de17186fe26f27772","no","no",0,206.9,NA,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,"False."
"1870","M7",101,408,"7876f9743647daf5ae2d623982a004bd","no","no",0,239,156,40.63,273,106,NA,278.2,93,12.52,13.5,8,3.65,1,"True."
"1871","A4",43,415,"fb64d4640ff45e663ca6c4eb06db1ba2","no","no",0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8,5,2.16,0,"False."
"1872","I4",69,408,"d8595dc33aeef85a7d8f386e3279025e","no","no",0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,"False."
"1873","N8",15,510,"5b6971c8a6b502499c9736794df3cee6","yes","no",0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,"False."
"1874","W2",NA,510,"7ea888f53419a76a46c2545decfe86c4","no","yes",NA,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,"False."
"1875","W3",67,510,"f62d4b7ff766826979766ccd692540d6","no","no",0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,NA,"False."
"1876","N8",99,415,"6816d1537524e274fba0a272ecfa49df","no","no",0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,"False."
"1877","O2",46,415,"bdf02efa109c08c291d9622dcd92abd7","no","no",0,164.2,116,27.91,196.2,153,16.68,NA,119,10.62,8.1,1,2.19,1,"False."
"1878","N1",55,408,"754cdb4a449287528bea1e206fb24950","yes","no",0,221,NA,NA,165.4,NA,14.06,235.4,117,10.59,9.7,4,2.62,1,"False."
"1879",NA,39,415,"9a682d0d84d1189b585389a213df17f2","no","no",0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,"True."
"1880","T2",92,510,"eb89584afa50304e79a0d6e7da5aa636","no","no",0,139.8,98,23.77,174.9,NA,14.87,201.6,135,9.07,9.4,7,2.54,2,"False."
"1881","C3",56,415,"7b880db273bd600f0eb9552189cbd17d","no","no",0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,NA,4,NA,"True."
"1882","N3",76,415,"8817ec3fcf6c7a8d8e618038a7141ca3","no","no",0,272.7,97,46.36,236.4,95,20.09,NA,105,10.6,7.7,2,2.08,0,"True."
"1883","H1",132,408,"87f20e93e290a41a819b485a8dfd8896","yes","yes",33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,"False."
"1884","S1",NA,510,"7c37fb0f5690ed5ac9118b8af6e359e4","no","yes",28,NA,NA,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3,1,"False."
"1885","A1",51,510,"742c44740df2132006b602dc1f347760","yes","yes",12,135.8,NA,23.09,200.6,134,NA,192.4,98,8.66,12.3,7,3.32,2,"False."
"1886","S1",27,408,"39ad0138c41e9ba6cdbf95c324bc4937","no","no",0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,"False."
"1887","I2",224,510,"6d40f2ae738a7177d2d30e6868bddb4e","no","no",0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,NA,"False."
"1888",NA,105,510,"c7fe0182ca738c39889a5fda0fff3a13","yes","yes",28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,"True."
"1889","W1",117,408,"f522c687185af64375e3342971fc97b2","no","no",0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,NA,4,3.24,2,"False."
"1890",NA,91,415,"23fc59a85dc7f92e5923b4b6ee507904","no","no",0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,"True."
"1891","O1",135,415,"267d73fcdba92ccf35537c796108873b","no","no",0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,"False."
"1892","V1",146,415,"24ddfa5977a4b2865814493d9a41f61e","no","no",0,205.4,101,34.92,134.9,77,NA,310.5,83,13.97,10.3,2,2.78,3,"False."
"1893","W2",147,415,"54151c49edf391fca22cde1ac3194594","yes","no",0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,"True."
"1894","I4",68,510,"f9e1ae2bf411b26926b8dc7ac066ea1a","no","no",0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,"True."
"1895","N6",68,408,"c7d4f3d402b58abb70df0710a123920a","no","no",0,131.6,89,22.37,137,109,11.65,256.3,107,11.53,10.2,5,2.75,3,"False."
"1896","H1",86,408,"0dd55ecba0c2ac95a2cc50f965a3e143","no","yes",21,197.9,99,33.64,165.6,100,14.08,208,120,9.36,10.1,9,2.73,0,"False."
"1897","K2",131,415,"29ee6132db637df205083535b5667ead","no",NA,0,166.5,129,28.31,210.2,107,17.87,257.2,93,NA,9.9,5,2.67,1,"False."
"1898","O1",86,415,"185bc492fd1be43b241ca8fa5660e711","no","yes",29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,NA,3.48,1,"False."
"1899",NA,159,415,"dedd640e624863d635f50f879f81010e","no","no",0,275.8,103,46.89,189.5,108,NA,223.9,93,10.08,7.4,5,2,2,"True."
"1900","A4",134,415,"5278186be656f9056b10eda63162f928","no","yes",40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,NA,"False."
"1901","V2",113,510,"abd6247eb5b84eec3879ca270b26228f",NA,"no",0,207.2,113,35.22,256,80,NA,211,87,9.49,9.9,1,2.67,1,"False."
"1902","M6",132,408,"df75c62d6ce0fb55190efdbb76ed639a","no","no",0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,"False."
"1903","A2",85,415,"dba6e7dee7bf02413e99093c037a98c0","no","no",0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,NA,3.02,NA,"False."
"1904","N5",93,510,"d167d9ec2ae571fd60018afc6b814cc3","yes","yes",38,225.7,NA,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,"True."
"1905",NA,174,408,"9604a055df77dd191175662756714f19","no","yes",33,167.8,91,28.53,205.3,91,17.45,130,132,5.85,14.5,4,3.92,NA,"True."
"1906","N8",61,415,"0bd37d4fed57fff97ac56e7e9b16a80f","no","no",0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,NA,"False."
"1907",NA,91,415,"0741137d85a94fb8a4591f921232f550","no","yes",39,169.8,NA,28.87,NA,116,5.54,144.4,92,6.5,10.9,4,2.94,1,"False."
"1908",NA,88,408,"20c46009ae1fe2f492acdb63af3e372b","no","yes",28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,"False."
"1909","M1",88,408,"e55eb7c0e083f719faa7e13236c4f9d9","no","yes",45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,"False."
"1910","V2",195,415,"bdb980adc32051fb019d75d98f2881a7","no","yes",36,231.7,110,39.39,NA,88,19.13,201.7,89,9.08,12.1,2,3.27,0,"False."
"1911","N6",182,415,"3d787c89d12c1a9b1f9a74e7b5c89a90","no","no",NA,NA,114,11.75,230.3,109,19.58,NA,96,11.55,6.5,4,1.76,0,"False."
"1912","C2",118,408,"7fd23f8229722f693490019156be0df1","no","no",0,188.8,60,32.1,217.4,64,18.48,NA,100,9.9,8.2,7,2.21,4,"False."
"1913","N4",103,408,"e91fea50786ca857ebc16d9576be6c96","no","no",0,NA,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,"True."
"1914","I3",65,510,"7bff81cadcbbb1da7ac3be4b8be39d33","no","no",0,192,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,"False."
"1915","U1",61,408,"8a586ded12aad4bbb8fc73ffd14ca7a2","no","yes",NA,163.7,78,27.83,113.2,112,9.62,134.1,118,NA,9.9,NA,2.67,3,"False."
"1916","W3",172,415,"1f3f6e0a73c9555c94753e6cd2c1389c","no","no",0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,"False."
"1917","N5",72,415,"7fd9b3f421935d480e13abe6cd837bfe","no","no",0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,"False."
"1918","N6",113,510,"87898d7b63beed64191cf9f8b43dd93e","no","no",0,150.1,120,25.52,200.1,85,17.01,266.7,105,NA,11,3,2.97,2,"False."
"1919","N2",177,408,NA,"no","no",0,189.5,99,32.22,NA,117,14.99,225.9,112,10.17,14.2,2,3.83,1,"False."
"1920","W1",100,408,"fbff445dcbe217ac00fc73f8fd1fc712","no","no",0,70.8,94,12.04,215.6,102,NA,230.8,125,10.39,9.5,1,2.57,6,"True."
"1921","N6",67,415,"ec444391d20294d0460387fade39906b","no","no",0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,"False."
"1922","D2",NA,415,"0de76ebf66dc94f5a14fc48167c9a114","no","no",0,101.7,105,17.29,202.8,99,17.24,136.2,119,NA,9.4,6,2.54,3,"False."
"1923","G1",71,415,"f2100fa5b21a2e33eea061c32b09f40f","no","no",0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,"False."
"1924","H1",134,408,"b5deca3c7bd851e2a35101ff35241b39","no","no",0,242.4,NA,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,NA,"False."
"1925","C3",124,415,"228fdd0b1db4d522e8030e4106efc459","no","no",NA,NA,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,"False."
"1926","N5",NA,415,"d26e04aa1fc8c6caeea6461967967c80","no","no",0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,"False."
"1927","M3",39,408,"89cd135ef40b691b9860acd0c42a77a9","no","no",0,154.1,104,26.2,204.2,112,17.36,196.2,92,NA,9.8,NA,2.65,2,"False."
"1928","O2",110,510,NA,"no","no",0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,NA
"1929",NA,102,510,"db548021dc7060bcd1b39ff8faadd6b7","no","no",0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,"False."
"1930","W4",70,415,"977821120c8c9f0c14859f1d313bbfc0","no",NA,0,NA,130,29.82,159.5,130,13.56,NA,96,11.73,11.6,NA,3.13,0,"False."
"1931","N8",142,415,"e68b1517480ab0839ee446b9a7a78510","no","no",0,145.4,93,24.72,209.1,98,NA,214,96,9.63,10.9,1,2.94,1,"False."
"1932","D2",81,510,"ab05b2f89d51a93c5d0c76a0ca2e4e79","yes","no",0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,NA,"False."
"1933","R1",NA,415,"4b566433761daa6b780489077e87e735","no","no",0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,"False."
"1934","P1",NA,408,"5b48ddc5f312f8089c2ffa7156d54de3","no","no",0,260.1,101,44.22,NA,68,21.8,NA,89,10.31,10,2,2.7,1,"True."
"1935","H1",105,415,"d8585d37262320e1a6aa22035ff487ae","no","no",0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,"True."
"1936","M2",108,415,"10ed102e324b8549486151dd9e6ce905","yes","yes",42,130.1,90,22.12,NA,128,14.2,244.7,80,11.01,13.6,5,3.67,3,"True."
"1937","V1",90,415,"4ee6c2b4525434c738b3a38e506007de","no","no",0,102,118,17.34,113.3,134,9.63,NA,105,8.49,11.4,3,3.08,2,"False."
"1938","I4",100,415,"caeb55febee918ea8499d6830b48abe2","no","yes",33,218.7,NA,37.18,155,NA,13.18,99,117,4.46,12.1,4,3.27,1,"False."
"1939","O3",155,408,"c756c0b524b8c46fd66bde8d44a54f59","no","yes",30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,"False."
"1940","A4",113,510,"7bbaa19801e4bdebc0f513ec21f753a9","no","no",0,NA,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,"True."
"1941","W2",123,415,"0416c9c214eca580324cca2b8344c916","no","no",0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,"False."
"1942","V1",145,408,"c486a02a9c1daaf00ce018071daa7cdb","no",NA,NA,199.2,124,33.86,126,86,10.71,289.2,135,13.01,NA,3,2.05,1,"False."
"1943","M6",42,415,"64554cc8b2e9306c061bf82f196c4395","no","no",0,184.5,98,31.37,200.5,93,17.04,NA,91,12.56,8.8,3,2.38,2,"False."
"1944","N7",125,510,"a66bcd84d4c78d885adc46e2ca8af703","no","no",0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,"False."
"1945","H1",131,415,"67dcf936741892e7cb6d8752cad1eaea","no","yes",30,174,118,29.58,205.3,81,NA,218.2,90,9.82,6.7,3,1.81,1,"False."
"1946","W1",107,415,"d10e0ea89ffde6008baa72c863f9f9a6","no","no",NA,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,"False."
"1947","I3",48,408,"5c19e7d0473c52c2c09e3dde59458fbe","no","no",0,198.2,73,33.69,202.8,115,NA,146.4,73,6.59,5.1,5,1.38,1,"False."
"1948","I3",76,510,"3e8f1e76007ba6cfb36479256d233e76","no","no",0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,"False."
"1949",NA,128,415,"89d3a3159be6e5a2e26530a4b62cccb2","no","no",0,148.5,105,25.25,243,106,20.66,255.2,114,11.48,6.8,NA,1.84,1,"False."
"1950","W2",73,415,"eb0117fcee0c18046be15ec59d63debc","no","no",NA,NA,109,26.71,268.8,83,22.85,181.5,91,8.17,10,NA,2.7,0,"False."
"1951",NA,52,415,"6001e27c28c98bbe25f2068f381d94c6","no","no",0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,"True."
"1952","M4",NA,415,NA,"yes","yes",26,129.3,123,21.98,176.5,NA,15,154.5,102,6.95,9.6,7,2.59,NA,"False."
"1953","N1",124,415,"033c3966d181e6a54c7ed5ad8e324f1f","no","no",0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,NA,1.65,1,"False."
"1954","W1",137,408,"73143ab496ed37136ce4b4ffb9ea1416","no","no",0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,"False."
"1955",NA,71,510,"cbf76283345feec82eef276096de4382",NA,"no",0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,"True."
"1956","N3",139,415,"2db66712f40597c9e94a62fdd88b1411","no","no",0,211.1,103,35.89,206.9,NA,17.59,193.9,70,8.73,5.6,4,1.51,0,"False."
"1957","M7",107,510,"a45066f7dad50477572a4e5acf4e8ed9","no","yes",30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,"False."
"1958","K2",147,408,"c39c756e0f4848169c5cbbcf8d850323","no","no",0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,NA,2,2.75,1,"False."
"1959","R1",116,510,"ed884c5c81ed5bebf71c90a0cb5f44d7","no","no",NA,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,"False."
"1960","N8",60,510,"ccbaefee95b6c86342fe69beb1267d9f","no","yes",31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,NA,3,3.46,2,"False."
"1961","T2",38,510,"49873cfdd7f237829f16f072a9affedf","no","no",0,149,NA,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,"False."
"1962","D2",63,408,"3a040f7f20c7a718951b52e5cbfabea0","no",NA,0,117.1,118,19.91,NA,90,21.22,162.2,84,7.3,11.1,4,3,3,"False."
"1963","N6",94,415,"fdfba13678b7cc3f79c802d5a4490166","no","no",0,108,79,18.36,241.9,NA,20.56,NA,92,11.34,10.4,NA,2.81,3,"False."
"1964","R1",131,415,"a896067950d8bf8afcebc67a9acf2b0c","no","no",0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,"False."
"1965","M7",158,510,"6409c0e8421cae84f55547f9c6b114c0","no",NA,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,"False."
"1966","N8",139,510,"e5add8470f453dbdfb03759658adba22","no","no",0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3,1,"True."
"1967","N3",77,415,"6507a96c38fbc316d359120eb943337c","no","no",0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,NA,0.54,1,"False."
"1968","W2",140,415,"48be709b781bd023e2428cc88279e4fc","no","no",0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,"False."
"1969","K2",72,408,"c0456e3fab86cd5f0d0281334c09b64d","no","no",0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,"False."
"1970","S1",52,510,NA,"no","yes",20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,"False."
"1971","V1",103,510,"04a261615ebda0f87caf7fcd2e57aa67","no",NA,0,167.8,NA,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,"False."
"1972","K1",74,415,"1c5e4fd5ec59be738f5962fb659bb91b","no","yes",32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9,4,2.43,1,"False."
"1973","N2",124,415,"3cc2aebb2a1cfa12e781501a0f43b86c","no","no",0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,"False."
"1974","C2",85,510,"bc7505a0b5d4f4403f1eb879cb77613a","no","yes",21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,"False."
"1975","K2",113,408,"dd1bd458352fbe88ccb38679c88545e8","no","yes",20,157.8,83,26.83,161.5,56,NA,271.5,100,12.22,8.7,2,2.35,5,"True."
"1976","W1",71,408,"25f5533dd80df7b58692706e374bd9b9","no","no",0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,"False."
"1977","N7",177,415,"05313344f793e49e9c9423441da45396","no","yes",27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,"False."
"1978","S1",49,415,"7f70eced51ae318bf857185e7cf7bbdb","yes","no",0,NA,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,"True."
"1979","R1",106,510,"797f5ba76e68bfd1722b38cf4bfbd514","yes","no",0,204,84,34.68,168.5,61,14.32,164,102,7.38,13.3,3,3.59,3,"True."
"1980",NA,60,510,"3ae53ad43cd22c808f70a834a6fbd016","no","no",NA,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,"False."
"1981","K2",43,408,"093f847619b48da6440a6db7b853263b","no","no",0,177.2,93,30.12,NA,NA,12.12,314.1,144,14.13,12.7,2,3.43,4,"False."
"1982","M3",66,510,"f9dbe87d7db3a480e0ba6f778eda3312","no","no",0,118,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,"False."
"1983","S1",NA,415,"7dea4b95b26e96cca1bd32536c6fbe75","no","no",0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,NA,4.24,0,"False."
"1984","S1",114,510,"097ee8ee3068b9f8bc641c75d4a275d1","no","yes",4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,NA,2.54,3,"False."
"1985","T1",112,415,"e07084d483bec31fc22544ff6f067df8","no","no",0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,"True."
"1986","M8",NA,408,"5d8de900f3f95bceb8f042aa63e5dfb8","no","yes",16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,"False."
"1987","W2",70,415,"40c65f30b23c06e1e01bbfb4b8f17e8e","no","no",0,NA,100,1.34,136.4,83,11.59,NA,89,7.05,12.1,NA,3.27,0,"False."
"1988","A1",59,408,"32005a608f1a0419f4a68670d9bc0701","no","no",0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,NA
"1989","A4",59,408,"b9cee62c5c632947a1f401b8c918a834","no","no",0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,"False."
"1990","M8",124,415,"fc2a349b07768dcd44fd638189eedc45","no","yes",30,144.5,35,24.57,262.3,101,22.3,NA,82,10.19,12,7,3.24,2,"False."
"1991","D2",99,415,"4b7706859c44834321e8c508377187eb","no",NA,0,140.7,88,23.92,NA,98,17.93,229.9,125,10.35,12.4,4,3.35,2,"False."
"1992","V1",150,510,"2abc5b555e791ec03cb48433e388c1be","no","no",0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,"False."
"1993","M1",81,510,"c7d02eaad7ff9295bcf4dccab3753aca","no","no",0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,NA,"False."
"1994","I4",86,510,"55dfb79a98469259a700adb833fde8e9","no","no",0,216.3,96,NA,266.3,77,22.64,214,110,9.63,4.5,3,1.22,0,"False."
"1995",NA,84,510,"98faefacaae64a243fe892c91fadef72","no","no",0,169.5,96,28.82,NA,94,13.4,98.2,70,4.42,10.6,7,NA,NA,"False."
"1996","N7",118,510,"2a0a8a2f6baec072ad3cce36e18cb49d","no","yes",35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,"False."
"1997","C2",89,415,"efda6e3bf6a6158b86e734b73c70f9b7","no","no",0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,"False."
"1998","K1",93,415,"f4eb8afa33859345cc885025f48e40cb","no","no",0,266,120,45.22,130.1,84,11.06,NA,63,7.46,13.1,6,3.54,3,"False."
"1999","A3",85,415,"0d1d5bf00c65c39522969dd4fff28387","no","no",0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,"False."
"2000","W4",160,408,NA,"no",NA,0,82.7,116,14.06,194.6,NA,16.54,159,54,NA,10.9,9,2.94,0,"False."
"2001","P1",28,415,"0116c53858c91d287a01a9ed2d6c143d","no","no",NA,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,"False."
"2002","T2",73,408,"7819615ab640d4f1f9a23836924a28d6","no",NA,0,286.4,109,48.69,NA,67,15.15,214.2,152,9.64,10.7,14,2.89,1,"True."
"2003","N8",156,408,"310742729eb1324382dc8c28833cd0a7","no","no",0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,NA,5,3.48,NA,"False."
"2004","O3",33,415,"2a3be049f7e7bfc17932db04407c3585","yes","no",0,190.6,100,NA,161.7,104,13.74,189.9,136,8.55,13,6,3.51,NA,"False."
"2005","C1",77,510,"b412784347bbbaef547b8cfad29d9a92","no","no",0,175.5,86,29.84,205.1,78,17.43,NA,100,11.03,17.8,3,4.81,4,"False."
"2006","N8",119,415,NA,"no","no",0,133.4,102,22.68,204.6,71,NA,196.9,103,8.86,11.1,7,3,1,"False."
"2007","A3",91,510,"fcbca4461ada8fae483d15bc47fb7be4","no","yes",27,204.6,96,34.78,136,93,11.56,NA,82,9.47,6.6,2,1.78,3,"False."
"2008","M4",NA,510,"03a2cd7a20c3ce080dbf1c6f271887b4","no","no",0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,NA,6,1.67,3,"False."
"2009","O2",86,415,"1f04ec17290ef250441d32ca9cf76584","no","yes",33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,3,"False."
"2010","T2",82,415,"e584ff6bea74b47ddeb26d54d4a82498","no","no",NA,130,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,"False."
"2011","N1",89,408,"97d45ae2cc449deb2367de30d56afff8","no","no",NA,105.9,151,18,189.6,142,16.12,NA,67,7.69,12.7,7,3.43,0,"False."
"2012","I2",86,415,"be05f78e41fa61092c71c2722f6c3e5d","no","no",0,NA,98,33.01,193.8,95,16.47,192,123,8.64,9.3,7,2.51,3,"False."
"2013","I3",NA,408,"e51e2f5eda9082de3019d9449e1c05a3","no","no",0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,NA
"2014","O3",92,415,"482cecc16b67dad8d6ef4d3fd34816de","no","no",0,196.5,82,NA,190,89,16.15,163.2,99,7.34,10.8,NA,2.92,2,"False."
"2015","S1",87,510,"2ec27bdee91f33942196afc6d479f43f","no","no",0,184.5,81,31.37,172,NA,14.62,183.4,96,8.25,13.7,3,3.7,3,"False."
"2016","N3",64,408,"6db8f716e0aa169b3df669961f0b09ea","no","no",0,261.9,113,44.52,148.1,99,12.59,NA,74,6.53,13.8,4,3.73,0,"False."
"2017","R1",80,510,"9015ee451a6990bbdacc6e9870ab3f40","no","no",NA,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,"False."
"2018","M2",165,415,"aaeeeed3309bdfbb488065a5330092f7","no","yes",39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,NA,"False."
"2019","I2",153,415,"4eef18446dc26de5c336ae1cb6b34ac8","no","yes",22,167.7,104,28.51,246.8,91,20.98,203.9,117,NA,7.5,11,2.03,1,NA
"2020","M3",41,415,"dd119a0079be168c8da7204770fe47b7","no",NA,30,191.7,109,32.59,193,86,16.41,149.4,93,NA,11.1,4,3,1,"False."
